tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
YOG North America Continental Qualification Las Vegas 2017,2017-12-17,JHA Kanak,XIE Tianming,USA,USA,4,0,"11,11,11,11|5,2,6,4",R16,OTHER,JBS,510,Main Draw,JHA Kanak (USA),XIE Tianming (USA),,,4 - 0,11:5 11:2 11:6 11:4,JHA Kanak,2017
US Open Las Vegas 2017,2017-12-17,WU Junhan,JHA Kanak,USA,USA,4,3,"11,2,11,6,11,8,11|9,11,7,11,6,11,3",R16,WTT_CONTENDER,MS,864,Main Draw,WU Junhan (USA),JHA Kanak (USA),,,4 - 3,11:9 2:11 11:7 6:11 11:6 8:11 11:3,WU Junhan,2017
US Open Las Vegas 2017,2017-12-17,TAO Wenzhang,BLASZCZYK Lucjan,USA,POL,4,2,"11,11,6,11,11,11|13,8,11,6,7,6",QuarterFinal,WTT_CONTENDER,MS,864,Main Draw,TAO Wenzhang (USA),BLASZCZYK Lucjan (POL),,,4 - 2,11:13 11:8 6:11 11:6 11:7 11:6,TAO Wenzhang,2017
US Open Las Vegas 2017,2017-12-17,ARINOBU Taimu,FUJIMURA Tomoya,JPN,JPN,4,1,"8,11,12,11,11|11,7,10,5,8",QuarterFinal,WTT_CONTENDER,MS,864,Main Draw,FUJIMURA Tomoya (JPN),ARINOBU Taimu (JPN),,,1 - 4,11:8 7:11 10:12 5:11 8:11,ARINOBU Taimu,2017
US Open Las Vegas 2017,2017-12-17,MORIMOTO Kohei,TIAN Ye,JPN,USA,4,0,"11,11,11,11|8,5,9,3",QuarterFinal,WTT_CONTENDER,MS,864,Main Draw,TIAN Ye (USA),MORIMOTO Kohei (JPN),,,0 - 4,8:11 5:11 9:11 3:11,MORIMOTO Kohei,2017
US Open Las Vegas 2017,2017-12-17,WU Junhan,PARK Gyeongtae,USA,KOR,4,1,"11,11,16,11,11|6,8,18,6,6",QuarterFinal,WTT_CONTENDER,MS,864,Main Draw,PARK Gyeongtae (KOR),WU Junhan (USA),,,1 - 4,6:11 8:11 18:16 6:11 6:11,WU Junhan,2017
US Open Las Vegas 2017,2017-12-17,ARINOBU Taimu,TAO Wenzhang,JPN,USA,4,2,"11,11,11,11,8,11|5,7,3,13,11,9",SemiFinal,WTT_CONTENDER,MS,864,Main Draw,TAO Wenzhang (USA),ARINOBU Taimu (JPN),,,2 - 4,5:11 7:11 3:11 13:11 11:8 9:11,ARINOBU Taimu,2017
US Open Las Vegas 2017,2017-12-17,MORIMOTO Kohei,WU Junhan,JPN,USA,4,0,"11,11,11,11|5,7,4,7",SemiFinal,WTT_CONTENDER,MS,864,Main Draw,MORIMOTO Kohei (JPN),WU Junhan (USA),,,4 - 0,11:5 11:7 11:4 11:7,MORIMOTO Kohei,2017
US Open Las Vegas 2017,2017-12-17,ARINOBU Taimu,MORIMOTO Kohei,JPN,JPN,4,3,"11,11,13,8,11,7,11|7,13,11,11,4,11,7",Final,WTT_CONTENDER,MS,864,Main Draw,ARINOBU Taimu (JPN),MORIMOTO Kohei (JPN),,,4 - 3,11:7 11:13 13:11 8:11 11:4 7:11 11:7,ARINOBU Taimu,2017
US Open Las Vegas 2017,2017-12-17,XU Nuo,LIN Hong,USA,USA,4,1,"11,8,11,11,11|6,11,1,9,7",R32,WTT_CONTENDER,WS,864,Main Draw,XU Nuo (USA),LIN Hong (USA),,,4 - 1,11:6 8:11 11:1 11:9 11:7,XU Nuo,2017
US Open Las Vegas 2017,2017-12-17,GUO Jiangshan,DEB Ishana,USA,USA,4,0,"12,11,11,13|10,9,7,11",R32,WTT_CONTENDER,WS,864,Main Draw,DEB Ishana (USA),GUO Jiangshan (USA),,,0 - 4,10:12 9:11 7:11 11:13,GUO Jiangshan,2017
US Open Las Vegas 2017,2017-12-17,LIU Ying,BRITO Eva,CHN,DOM,4,0,"11,11,11,11|2,6,3,2",R32,WTT_CONTENDER,WS,864,Main Draw,LIU Ying (CHN),BRITO Eva (DOM),,,4 - 0,11:2 11:6 11:3 11:2,LIU Ying,2017
US Open Las Vegas 2017,2017-12-17,SUNG Rachel,KRAMER Tanja,USA,GER,4,1,"11,11,11,6,11|7,7,9,11,9",R32,WTT_CONTENDER,WS,864,Main Draw,KRAMER Tanja (GER),SUNG Rachel (USA),,,1 - 4,7:11 7:11 9:11 11:6 9:11,SUNG Rachel,2017
US Open Las Vegas 2017,2017-12-17,SHOJI Yuki,BABA Mayu,JPN,JPN,4,0,"11,12,11,11|7,10,6,6",R32,WTT_CONTENDER,WS,864,Main Draw,BABA Mayu (JPN),SHOJI Yuki (JPN),,,0 - 4,7:11 10:12 6:11 6:11,SHOJI Yuki,2017
US Open Las Vegas 2017,2017-12-17,LI Rui Ni,YANG Rachel,USA,USA,4,0,"14,11,11,11|12,9,8,8",R32,WTT_CONTENDER,WS,864,Main Draw,LI Rui Ni (USA),YANG Rachel (USA),,,4 - 0,14:12 11:9 11:8 11:8,LI Rui Ni,2017
US Open Las Vegas 2017,2017-12-17,NIWA Misato,FU Ava,JPN,USA,4,0,"11,11,11,11|9,6,7,7",R32,WTT_CONTENDER,WS,864,Main Draw,FU Ava (USA),NIWA Misato (JPN),,,0 - 4,9:11 6:11 7:11 7:11,NIWA Misato,2017
US Open Las Vegas 2017,2017-12-17,KERTAI Rita,PAVLOVIC Andrea,HUN,CRO,4,0,"11,12,11,11|5,10,9,8",R32,WTT_CONTENDER,WS,864,Main Draw,PAVLOVIC Andrea (CRO),KERTAI Rita (HUN),,,0 - 4,5:11 10:12 9:11 8:11,KERTAI Rita,2017
US Open Las Vegas 2017,2017-12-17,TAMAISHI Yukiho,YANG Grace,JPN,USA,4,1,"11,9,11,11,11|9,11,9,8,6",R32,WTT_CONTENDER,WS,864,Main Draw,TAMAISHI Yukiho (JPN),YANG Grace (USA),,,4 - 1,11:9 9:11 11:9 11:8 11:6,TAMAISHI Yukiho,2017
US Open Las Vegas 2017,2017-12-17,KATO Chiaki,MARUTHAPANDIAN Lavanya,JPN,USA,4,0,"11,11,11,11|3,9,4,2",R32,WTT_CONTENDER,WS,864,Main Draw,MARUTHAPANDIAN Lavanya (USA),KATO Chiaki (JPN),,,0 - 4,3:11 9:11 4:11 2:11,KATO Chiaki,2017
US Open Las Vegas 2017,2017-12-17,ZHANG Lily,XU Nuo,USA,USA,4,3,"8,12,9,13,11,11,12|11,14,11,11,5,8,10",R16,WTT_CONTENDER,WS,864,Main Draw,ZHANG Lily (USA),XU Nuo (USA),,,4 - 3,8:11 12:14 9:11 13:11 11:5 11:8 12:10,ZHANG Lily,2017
US Open Las Vegas 2017,2017-12-17,LIU Ying,GUO Jiangshan,CHN,USA,4,0,"11,11,11,11|5,6,8,6",R16,WTT_CONTENDER,WS,864,Main Draw,GUO Jiangshan (USA),LIU Ying (CHN),,,0 - 4,5:11 6:11 8:11 6:11,LIU Ying,2017
US Open Las Vegas 2017,2017-12-17,SHOJI Yuki,SILVA Yadira,JPN,MEX,4,0,"11,11,11,11|4,7,7,3",R16,WTT_CONTENDER,WS,864,Main Draw,SHOJI Yuki (JPN),SILVA Yadira (MEX),,,4 - 0,11:4 11:7 11:7 11:3,SHOJI Yuki,2017
US Open Las Vegas 2017,2017-12-17,LI Rui Ni,WANG Crystal,USA,USA,4,1,"8,11,11,11,11|11,7,8,7,7",R16,WTT_CONTENDER,WS,864,Main Draw,WANG Crystal (USA),LI Rui Ni (USA),,,1 - 4,11:8 7:11 8:11 7:11 7:11,LI Rui Ni,2017
US Open Las Vegas 2017,2017-12-17,WANG Amy,NIWA Misato,USA,JPN,4,2,"11,11,6,11,9,11|8,9,11,9,11,5",R16,WTT_CONTENDER,WS,864,Main Draw,NIWA Misato (JPN),WANG Amy (USA),,,2 - 4,8:11 9:11 11:6 9:11 11:9 5:11,WANG Amy,2017
US Open Las Vegas 2017,2017-12-17,TAMAISHI Yukiho,KERTAI Rita,JPN,HUN,4,2,"13,12,10,6,11,12|11,10,12,11,2,10",R16,WTT_CONTENDER,WS,864,Main Draw,KERTAI Rita (HUN),TAMAISHI Yukiho (JPN),,,2 - 4,11:13 10:12 12:10 11:6 2:11 10:12,TAMAISHI Yukiho,2017
US Open Las Vegas 2017,2017-12-17,KATO Chiaki,WU Yue,JPN,USA,4,1,"11,7,11,11,11|6,11,8,2,3",R16,WTT_CONTENDER,WS,864,Main Draw,KATO Chiaki (JPN),WU Yue (USA),,,4 - 1,11:6 7:11 11:8 11:2 11:3,KATO Chiaki,2017
US Open Las Vegas 2017,2017-12-17,LIU Ying,ZHANG Lily,CHN,USA,4,1,"12,11,13,11,11|14,4,11,9,9",QuarterFinal,WTT_CONTENDER,WS,864,Main Draw,ZHANG Lily (USA),LIU Ying (CHN),,,1 - 4,14:12 4:11 11:13 9:11 9:11,LIU Ying,2017
US Open Las Vegas 2017,2017-12-17,SHOJI Yuki,SUNG Rachel,JPN,USA,4,0,"11,11,11,11|8,8,4,7",QuarterFinal,WTT_CONTENDER,WS,864,Main Draw,SUNG Rachel (USA),SHOJI Yuki (JPN),,,0 - 4,8:11 8:11 4:11 7:11,SHOJI Yuki,2017
US Open Las Vegas 2017,2017-12-17,LI Rui Ni,WANG Amy,USA,USA,4,3,"10,11,11,3,11,11,11|12,8,13,11,2,8,5",QuarterFinal,WTT_CONTENDER,WS,864,Main Draw,LI Rui Ni (USA),WANG Amy (USA),,,4 - 3,10:12 11:8 11:13 3:11 11:2 11:8 11:5,LI Rui Ni,2017
US Open Las Vegas 2017,2017-12-17,KATO Chiaki,TAMAISHI Yukiho,JPN,JPN,4,0,"11,15,11,11|1,13,4,5",QuarterFinal,WTT_CONTENDER,WS,864,Main Draw,TAMAISHI Yukiho (JPN),KATO Chiaki (JPN),,,0 - 4,1:11 13:15 4:11 5:11,KATO Chiaki,2017
US Open Las Vegas 2017,2017-12-17,SHOJI Yuki,LIU Ying,JPN,CHN,4,1,"9,13,11,11,11|11,11,5,3,7",SemiFinal,WTT_CONTENDER,WS,864,Main Draw,LIU Ying (CHN),SHOJI Yuki (JPN),,,1 - 4,11:9 11:13 5:11 3:11 7:11,SHOJI Yuki,2017
US Open Las Vegas 2017,2017-12-17,KATO Chiaki,LI Rui Ni,JPN,USA,4,0,"11,11,11,11|9,9,3,3",SemiFinal,WTT_CONTENDER,WS,864,Main Draw,LI Rui Ni (USA),KATO Chiaki (JPN),,,0 - 4,9:11 9:11 3:11 3:11,KATO Chiaki,2017
US Open Las Vegas 2017,2017-12-17,SHOJI Yuki,KATO Chiaki,JPN,JPN,4,3,"8,12,9,15,12,9,11|11,10,11,13,10,11,4",Final,WTT_CONTENDER,WS,864,Main Draw,SHOJI Yuki (JPN),KATO Chiaki (JPN),,,4 - 3,8:11 12:10 9:11 15:13 12:10 9:11 11:4,SHOJI Yuki,2017
US Open Las Vegas 2017,2017-12-17,YU Di,LY Edward,USA,CAN,4,2,"11,11,7,11,7,11|9,9,11,7,11,4",R32,WTT_CONTENDER,U21MS,864,Main Draw,YU Di (USA),LY Edward (CAN),,,4 - 2,11:9 11:9 7:11 11:7 7:11 11:4,YU Di,2017
US Open Las Vegas 2017,2017-12-17,YEUNG Terence,CHU Han Hyuck,CAN,KOR,4,1,"11,14,11,9,12|5,12,9,11,10",R32,WTT_CONTENDER,U21MS,864,Main Draw,YEUNG Terence (CAN),CHU Han Hyuck (KOR),,,4 - 1,11:5 14:12 11:9 9:11 12:10,YEUNG Terence,2017
US Open Las Vegas 2017,2017-12-17,XU Jiwei,TIO Nicholas,USA,USA,4,1,"11,7,11,11,11|7,11,8,6,6",R32,WTT_CONTENDER,U21MS,864,Main Draw,XU Jiwei (USA),TIO Nicholas (USA),,,4 - 1,11:7 7:11 11:8 11:6 11:6,XU Jiwei,2017
US Open Las Vegas 2017,2017-12-17,LIU Victor,KIM Hyunso,USA,KOR,4,1,"13,11,11,14,11|15,7,8,12,9",R32,WTT_CONTENDER,U21MS,864,Main Draw,LIU Victor (USA),KIM Hyunso (KOR),,,4 - 1,13:15 11:7 11:8 14:12 11:9,LIU Victor,2017
US Open Las Vegas 2017,2017-12-17,ZHANG Kai,WHITMEYER Michael,USA,USA,4,0,"11,11,11,11|8,7,7,9",R32,WTT_CONTENDER,U21MS,864,Main Draw,ZHANG Kai (USA),WHITMEYER Michael (USA),,,4 - 0,11:8 11:7 11:7 11:9,ZHANG Kai,2017
US Open Las Vegas 2017,2017-12-17,CHEN Bowen,LEHMANN Matthew,USA,CAN,4,0,"11,11,11,11|2,8,8,9",R32,WTT_CONTENDER,U21MS,864,Main Draw,LEHMANN Matthew (CAN),CHEN Bowen (USA),,,0 - 4,2:11 8:11 8:11 9:11,CHEN Bowen,2017
US Open Las Vegas 2017,2017-12-17,PARK Gyeongtae,AVVARI Krishnateja,KOR,USA,4,1,"12,11,11,11,11|10,13,7,4,6",R32,WTT_CONTENDER,U21MS,864,Main Draw,AVVARI Krishnateja (USA),PARK Gyeongtae (KOR),,,1 - 4,10:12 13:11 7:11 4:11 6:11,PARK Gyeongtae,2017
US Open Las Vegas 2017,2017-12-17,TIAN Ye,FERNANDEZ Carlos,USA,PER,4,2,"9,9,11,11,11,11|11,11,5,5,7,6",R32,WTT_CONTENDER,U21MS,864,Main Draw,TIAN Ye (USA),FERNANDEZ Carlos (PER),,,4 - 2,9:11 9:11 11:5 11:5 11:7 11:6,TIAN Ye,2017
US Open Las Vegas 2017,2017-12-17,WEI Dianren,XU David,USA,CAN,4,1,"12,8,11,11,11|10,11,6,4,7",R32,WTT_CONTENDER,U21MS,864,Main Draw,XU David (CAN),WEI Dianren (USA),,,1 - 4,10:12 11:8 6:11 4:11 7:11,WEI Dianren,2017
US Open Las Vegas 2017,2017-12-17,MENG Zixiang,KUMAR Nikhil,USA,USA,4,1,"11,11,11,11,12|6,7,13,8,10",R32,WTT_CONTENDER,U21MS,864,Main Draw,MENG Zixiang (USA),KUMAR Nikhil (USA),,,4 - 1,11:6 11:7 11:13 11:8 12:10,MENG Zixiang,2017
US Open Las Vegas 2017,2017-12-17,MA Jinbao,TRAN Michael Minh,USA,USA,4,0,"11,11,11,11|5,9,9,5",R32,WTT_CONTENDER,U21MS,864,Main Draw,TRAN Michael Minh (USA),MA Jinbao (USA),,,0 - 4,5:11 9:11 9:11 5:11,MA Jinbao,2017
US Open Las Vegas 2017,2017-12-17,OH Gyeongmin,NEUMANN Layan,KOR,MEX,4,1,"11,8,11,11,11|5,11,9,6,6",R32,WTT_CONTENDER,U21MS,864,Main Draw,OH Gyeongmin (KOR),NEUMANN Layan (MEX),,,4 - 1,11:5 8:11 11:9 11:6 11:6,OH Gyeongmin,2017
US Open Las Vegas 2017,2017-12-17,CHEN Ruichao,BU Alexander,USA,CAN,4,1,"7,11,11,11,11|11,2,3,1,5",R32,WTT_CONTENDER,U21MS,864,Main Draw,BU Alexander (CAN),CHEN Ruichao (USA),,,1 - 4,11:7 2:11 3:11 1:11 5:11,CHEN Ruichao,2017
US Open Las Vegas 2017,2017-12-17,PUCAR Tomislav,YU Di,CRO,USA,4,1,"11,11,6,11,11|9,9,11,6,4",R16,WTT_CONTENDER,U21MS,864,Main Draw,PUCAR Tomislav (CRO),YU Di (USA),,,4 - 1,11:9 11:9 6:11 11:6 11:4,PUCAR Tomislav,2017
US Open Las Vegas 2017,2017-12-17,XU Jiwei,YEUNG Terence,USA,CAN,4,1,"11,11,11,11,11|13,4,6,7,9",R16,WTT_CONTENDER,U21MS,864,Main Draw,YEUNG Terence (CAN),XU Jiwei (USA),,,1 - 4,13:11 4:11 6:11 7:11 9:11,XU Jiwei,2017
US Open Las Vegas 2017,2017-12-17,LIU Victor,ZHANG Kai,USA,USA,4,3,"9,11,11,11,9,9,12|11,9,9,9,11,11,10",R16,WTT_CONTENDER,U21MS,864,Main Draw,LIU Victor (USA),ZHANG Kai (USA),,,4 - 3,9:11 11:9 11:9 11:9 9:11 9:11 12:10,LIU Victor,2017
US Open Las Vegas 2017,2017-12-17,PARK Gyeongtae,CHEN Bowen,KOR,USA,4,1,"4,11,11,11,11|11,8,6,7,9",R16,WTT_CONTENDER,U21MS,864,Main Draw,CHEN Bowen (USA),PARK Gyeongtae (KOR),,,1 - 4,11:4 8:11 6:11 7:11 9:11,PARK Gyeongtae,2017
US Open Las Vegas 2017,2017-12-17,WU Junhan,TIAN Ye,USA,USA,4,2,"9,8,11,11,11,11|11,11,5,7,7,8",R16,WTT_CONTENDER,U21MS,864,Main Draw,WU Junhan (USA),TIAN Ye (USA),,,4 - 2,9:11 8:11 11:5 11:7 11:7 11:8,WU Junhan,2017
US Open Las Vegas 2017,2017-12-17,WEI Dianren,MENG Zixiang,USA,USA,4,2,"4,11,11,10,11,11|11,7,9,12,9,7",R16,WTT_CONTENDER,U21MS,864,Main Draw,WEI Dianren (USA),MENG Zixiang (USA),,,4 - 2,4:11 11:7 11:9 10:12 11:9 11:7,WEI Dianren,2017
US Open Las Vegas 2017,2017-12-17,MA Jinbao,OH Gyeongmin,USA,KOR,4,1,"11,12,11,6,11|7,10,8,11,3",R16,WTT_CONTENDER,U21MS,864,Main Draw,MA Jinbao (USA),OH Gyeongmin (KOR),,,4 - 1,11:7 12:10 11:8 6:11 11:3,MA Jinbao,2017
US Open Las Vegas 2017,2017-12-17,JHA Kanak,CHEN Ruichao,USA,USA,4,2,"11,15,11,9,11,11|9,17,9,11,9,7",R16,WTT_CONTENDER,U21MS,864,Main Draw,CHEN Ruichao (USA),JHA Kanak (USA),,,2 - 4,9:11 17:15 9:11 11:9 9:11 7:11,JHA Kanak,2017
US Open Las Vegas 2017,2017-12-17,PUCAR Tomislav,XU Jiwei,CRO,USA,4,0,"14,11,11,11|12,4,6,7",QuarterFinal,WTT_CONTENDER,U21MS,864,Main Draw,PUCAR Tomislav (CRO),XU Jiwei (USA),,,4 - 0,14:12 11:4 11:6 11:7,PUCAR Tomislav,2017
US Open Las Vegas 2017,2017-12-17,LIU Victor,PARK Gyeongtae,USA,KOR,4,1,"11,11,3,11,15|5,1,11,7,13",QuarterFinal,WTT_CONTENDER,U21MS,864,Main Draw,LIU Victor (USA),PARK Gyeongtae (KOR),,,4 - 1,11:5 11:1 3:11 11:7 15:13,LIU Victor,2017
US Open Las Vegas 2017,2017-12-17,MA Jinbao,JHA Kanak,USA,USA,4,1,"11,11,11,11,11|6,7,13,9,7",QuarterFinal,WTT_CONTENDER,U21MS,864,Main Draw,MA Jinbao (USA),JHA Kanak (USA),,,4 - 1,11:6 11:7 11:13 11:9 11:7,MA Jinbao,2017
US Open Las Vegas 2017,2017-12-17,PUCAR Tomislav,LIU Victor,CRO,USA,4,1,"11,11,11,9,11|6,8,7,11,8",SemiFinal,WTT_CONTENDER,U21MS,864,Main Draw,PUCAR Tomislav (CRO),LIU Victor (USA),,,4 - 1,11:6 11:8 11:7 9:11 11:8,PUCAR Tomislav,2017
US Open Las Vegas 2017,2017-12-17,MA Jinbao,WU Junhan,USA,USA,4,3,"11,9,13,15,10,8,11|8,11,11,13,12,11,5",SemiFinal,WTT_CONTENDER,U21MS,864,Main Draw,WU Junhan (USA),MA Jinbao (USA),,,3 - 4,8:11 11:9 11:13 13:15 12:10 11:8 5:11,MA Jinbao,2017
US Open Las Vegas 2017,2017-12-17,PUCAR Tomislav,MA Jinbao,CRO,USA,4,2,"11,5,12,9,11,12|8,11,10,11,5,10",Final,WTT_CONTENDER,U21MS,864,Main Draw,PUCAR Tomislav (CRO),MA Jinbao (USA),,,4 - 2,11:8 5:11 12:10 9:11 11:5 12:10,PUCAR Tomislav,2017
US Open Las Vegas 2017,2017-12-17,CHI Ge,TAMAISHI Yukiho,CHN,JPN,3,0,"11,11,11|4,5,7",R32,WTT_CONTENDER,U21WS,864,Main Draw,CHI Ge (CHN),TAMAISHI Yukiho (JPN),,,3 - 0,11:4 11:5 11:7,CHI Ge,2017
US Open Las Vegas 2017,2017-12-17,XU Nuo,HSIEH Tia Lynn,USA,USA,3,0,"11,11,11|5,3,4",R32,WTT_CONTENDER,U21WS,864,Main Draw,HSIEH Tia Lynn (USA),XU Nuo (USA),,,0 - 3,5:11 3:11 4:11,XU Nuo,2017
US Open Las Vegas 2017,2017-12-17,CHI Ge,ZHANG Lily,CHN,USA,4,0,"11,11,11,11|9,8,4,6",R16,WTT_CONTENDER,U21WS,864,Main Draw,ZHANG Lily (USA),CHI Ge (CHN),,,0 - 4,9:11 8:11 4:11 6:11,CHI Ge,2017
US Open Las Vegas 2017,2017-12-17,ALEKSANDRIC Ana,VUKELIC Marta,SRB,CRO,4,1,"7,12,11,16,11|11,10,9,14,9",R16,WTT_CONTENDER,U21WS,864,Main Draw,ALEKSANDRIC Ana (SRB),VUKELIC Marta (CRO),,,4 - 1,7:11 12:10 11:9 16:14 11:9,ALEKSANDRIC Ana,2017
US Open Las Vegas 2017,2017-12-17,BABA Mayu,MARUTHAPANDIAN Lavanya,JPN,USA,4,1,"10,11,11,11,11|12,4,9,9,6",R16,WTT_CONTENDER,U21WS,864,Main Draw,MARUTHAPANDIAN Lavanya (USA),BABA Mayu (JPN),,,1 - 4,12:10 4:11 9:11 9:11 6:11,BABA Mayu,2017
US Open Las Vegas 2017,2017-12-17,WANG Amy,SAITO Ayane,USA,USA,4,0,"11,11,17,11|2,7,15,5",R16,WTT_CONTENDER,U21WS,864,Main Draw,SAITO Ayane (USA),WANG Amy (USA),,,0 - 4,2:11 7:11 15:17 5:11,WANG Amy,2017
US Open Las Vegas 2017,2017-12-17,GUO Jiangshan,PAVLOVIC Andrea,USA,CRO,4,0,"11,11,11,11|3,7,5,5",R16,WTT_CONTENDER,U21WS,864,Main Draw,PAVLOVIC Andrea (CRO),GUO Jiangshan (USA),,,0 - 4,3:11 7:11 5:11 5:11,GUO Jiangshan,2017
US Open Las Vegas 2017,2017-12-17,SUNG Rachel,YANG Grace,USA,USA,4,2,"11,12,9,12,11,11|7,14,11,10,3,7",R16,WTT_CONTENDER,U21WS,864,Main Draw,SUNG Rachel (USA),YANG Grace (USA),,,4 - 2,11:7 12:14 9:11 12:10 11:3 11:7,SUNG Rachel,2017
US Open Las Vegas 2017,2017-12-17,XU Nuo,WANG Crystal,USA,USA,4,0,"11,11,11,11|7,8,3,7",R16,WTT_CONTENDER,U21WS,864,Main Draw,XU Nuo (USA),WANG Crystal (USA),,,4 - 0,11:7 11:8 11:3 11:7,XU Nuo,2017
US Open Las Vegas 2017,2017-12-17,CHI Ge,ALEKSANDRIC Ana,CHN,SRB,4,0,"11,11,11,11|3,4,4,5",QuarterFinal,WTT_CONTENDER,U21WS,864,Main Draw,CHI Ge (CHN),ALEKSANDRIC Ana (SRB),,,4 - 0,11:3 11:4 11:4 11:5,CHI Ge,2017
US Open Las Vegas 2017,2017-12-17,BABA Mayu,WANG Amy,JPN,USA,4,1,"11,11,9,11,12|9,1,11,6,10",QuarterFinal,WTT_CONTENDER,U21WS,864,Main Draw,BABA Mayu (JPN),WANG Amy (USA),,,4 - 1,11:9 11:1 9:11 11:6 12:10,BABA Mayu,2017
US Open Las Vegas 2017,2017-12-17,GUO Jiangshan,LIU Yi-Wei,USA,USA,4,1,"11,6,11,11,11|4,11,3,9,8",QuarterFinal,WTT_CONTENDER,U21WS,864,Main Draw,GUO Jiangshan (USA),LIU Yi-Wei (USA),,,4 - 1,11:4 6:11 11:3 11:9 11:8,GUO Jiangshan,2017
US Open Las Vegas 2017,2017-12-17,XU Nuo,SUNG Rachel,USA,USA,4,0,"11,11,11,11|6,8,7,6",QuarterFinal,WTT_CONTENDER,U21WS,864,Main Draw,SUNG Rachel (USA),XU Nuo (USA),,,0 - 4,6:11 8:11 7:11 6:11,XU Nuo,2017
US Open Las Vegas 2017,2017-12-17,CHI Ge,BABA Mayu,CHN,JPN,4,3,"5,11,11,6,12,5,11|11,7,8,11,10,11,8",SemiFinal,WTT_CONTENDER,U21WS,864,Main Draw,CHI Ge (CHN),BABA Mayu (JPN),,,4 - 3,5:11 11:7 11:8 6:11 12:10 5:11 11:8,CHI Ge,2017
US Open Las Vegas 2017,2017-12-17,XU Nuo,GUO Jiangshan,USA,USA,4,2,"9,11,6,11,11,11|11,3,11,8,8,8",SemiFinal,WTT_CONTENDER,U21WS,864,Main Draw,GUO Jiangshan (USA),XU Nuo (USA),,,2 - 4,11:9 3:11 11:6 8:11 8:11 8:11,XU Nuo,2017
US Open Las Vegas 2017,2017-12-17,XU Nuo,CHI Ge,USA,CHN,4,2,"9,11,14,11,10,11|11,4,12,8,12,3",Final,WTT_CONTENDER,U21WS,864,Main Draw,CHI Ge (CHN),XU Nuo (USA),,,2 - 4,11:9 4:11 12:14 8:11 12:10 3:11,XU Nuo,2017
US Open Las Vegas 2017,2017-12-17,LEE Minho,PARYAVI Ali,KOR,USA,3,0,"11,11,12|6,3,10",R128,WTT_CONTENDER,JBS,864,Main Draw,LEE Minho (KOR),PARYAVI Ali (USA),,,3 - 0,11:6 11:3 12:10,LEE Minho,2017
US Open Las Vegas 2017,2017-12-17,ZHAO BoYun,CHEN Ronald,USA,USA,3,0,"11,11,11|1,7,9",R128,WTT_CONTENDER,JBS,864,Main Draw,ZHAO BoYun (USA),CHEN Ronald (USA),,,3 - 0,11:1 11:7 11:9,ZHAO BoYun,2017
US Open Las Vegas 2017,2017-12-17,ZAREHBIN Aziz,FAN Jake,USA,USA,3,0,"11,11,11|3,5,6",R128,WTT_CONTENDER,JBS,864,Main Draw,ZAREHBIN Aziz (USA),FAN Jake (USA),,,3 - 0,11:3 11:5 11:6,ZAREHBIN Aziz,2017
US Open Las Vegas 2017,2017-12-17,XU David,ROLLINS Aiden,CAN,BAH,3,0,"11,11,11|1,1,1",R128,WTT_CONTENDER,JBS,864,Main Draw,ROLLINS Aiden (BAH),XU David (CAN),,,0 - 3,1:11 1:11 1:11,XU David,2017
US Open Las Vegas 2017,2017-12-17,KATAYAMA Kei,VIJAYAKUMAR Pradyuman,USA,USA,3,1,"11,6,11,11|7,11,8,9",R128,WTT_CONTENDER,JBS,864,Main Draw,VIJAYAKUMAR Pradyuman (USA),KATAYAMA Kei (USA),,,1 - 3,7:11 11:6 8:11 9:11,KATAYAMA Kei,2017
US Open Las Vegas 2017,2017-12-17,NARESH Nandan,THIRUVALLUR Raghav,USA,USA,3,0,"11,11,11|7,8,5",R128,WTT_CONTENDER,JBS,864,Main Draw,THIRUVALLUR Raghav (USA),NARESH Nandan (USA),,,0 - 3,7:11 8:11 5:11,NARESH Nandan,2017
US Open Las Vegas 2017,2017-12-17,TANTRAVAHI Pranav,NAGPURE Parth,USA,USA,3,1,"11,10,11,11|7,12,5,6",R128,WTT_CONTENDER,JBS,864,Main Draw,TANTRAVAHI Pranav (USA),NAGPURE Parth (USA),,,3 - 1,11:7 10:12 11:5 11:6,TANTRAVAHI Pranav,2017
US Open Las Vegas 2017,2017-12-17,SENTHILKUMAR Varun,WU Justin,USA,USA,3,0,"12,11,11|10,5,6",R128,WTT_CONTENDER,JBS,864,Main Draw,WU Justin (USA),SENTHILKUMAR Varun (USA),,,0 - 3,10:12 5:11 6:11,SENTHILKUMAR Varun,2017
US Open Las Vegas 2017,2017-12-17,BAEK Seung Min,YANG Justin,KOR,USA,3,1,"11,5,11,11|7,11,8,8",R128,WTT_CONTENDER,JBS,864,Main Draw,YANG Justin (USA),BAEK Seung Min (KOR),,,1 - 3,7:11 11:5 8:11 8:11,BAEK Seung Min,2017
US Open Las Vegas 2017,2017-12-17,MARTORELL Neil,NAGPURE Nilaksh,USA,USA,3,1,"11,13,11,11|7,15,7,9",R128,WTT_CONTENDER,JBS,864,Main Draw,NAGPURE Nilaksh (USA),MARTORELL Neil (USA),,,1 - 3,7:11 15:13 7:11 9:11,MARTORELL Neil,2017
