tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
US Open Florida Orlando 2018,2018-12-17,ZHANG Kai,FUJIKI Shoji,USA,JPN,4,2,"12,9,3,13,11,11|10,11,11,11,6,4",R64,WTT_CONTENDER,MS,1996,Main Draw,FUJIKI Shoji (JPN),ZHANG Kai (USA),,,2 - 4,10:12 11:9 11:3 11:13 6:11 4:11,ZHANG Kai,2018
Mediterranean Games Tarragona 2018,2018-06-22,HMAM Adam,ASSAR Khalid,TUN,EGY,3,1,"12,1,11,11|10,11,6,4",,OTHER,MT,1026,Qualification,ASSAR Khalid (EGY),HMAM Adam (TUN),ELBEIALI Mohamed (EGY),MAMIA Thameur (TUN),1 - 3,10:12 11:1 6:11 4:11,HMAM Adam,2018
Mediterranean Games Tarragona 2018,2018-06-22,ASSAR Khalid,HMAM Adam,EGY,TUN,3,2,"12,9,12,10,11|10,11,10,12,4",,OTHER,MT,1026,Qualification,ASSAR Khalid (EGY),HMAM Adam (TUN),,,3 - 2,12:10 9:11 12:10 10:12 11:4,ASSAR Khalid,2018
Mediterranean Games Tarragona 2018,2018-06-22,TOKIC Bojan,KONSTANTINOPOULOS Konstantinos,SLO,GRE,3,1,"11,6,11,11|5,11,6,6",,OTHER,MT,1026,Qualification,TOKIC Bojan (SLO),KONSTANTINOPOULOS Konstantinos (GRE),,,3 - 1,11:5 6:11 11:6 11:6,TOKIC Bojan,2018
Mediterranean Games Tarragona 2018,2018-06-22,JORGIC Darko,ANGELAKIS Konstantinos,SLO,GRE,3,2,"11,11,9,8,11|8,3,11,11,8",,OTHER,MT,1026,Qualification,JORGIC Darko (SLO),ANGELAKIS Konstantinos (GRE),,,3 - 2,11:8 11:3 9:11 8:11 11:8,JORGIC Darko,2018
Mediterranean Games Tarragona 2018,2018-06-22,JORGIC Darko,KONSTANTINOPOULOS Konstantinos,SLO,GRE,3,2,"11,6,8,11,11|8,11,11,6,6",,OTHER,MT,1026,Qualification,JORGIC Darko (SLO),KONSTANTINOPOULOS Konstantinos (GRE),TOKIC Bojan (SLO),SGOUROPOULOS Ioannis (GRE),3 - 2,11:8 6:11 8:11 11:6 11:6,JORGIC Darko,2018
Mediterranean Games Tarragona 2018,2018-06-22,RECH DALDOSSO Marco,YIANGOU Marios,ITA,CYP,3,0,"11,11,11|9,6,9",,OTHER,MT,1026,Qualification,YIANGOU Marios (CYP),RECH DALDOSSO Marco (ITA),,,0 - 3,9:11 6:11 9:11,RECH DALDOSSO Marco,2018
Mediterranean Games Tarragona 2018,2018-06-22,BOBOCICA Mihai,HRISTONOV Hristo,ITA,CYP,3,0,"11,11,11|7,7,4",,OTHER,MT,1026,Qualification,HRISTONOV Hristo (CYP),BOBOCICA Mihai (ITA),,,0 - 3,7:11 7:11 4:11,BOBOCICA Mihai,2018
Mediterranean Games Tarragona 2018,2018-06-22,HRISTONOV Hristo,RECH DALDOSSO Marco,CYP,ITA,3,2,"12,4,11,8,11|10,11,7,11,8",,OTHER,MT,1026,Qualification,HRISTONOV Hristo (CYP),RECH DALDOSSO Marco (ITA),YIANGOU Marios (CYP),STOYANOV Niagol (ITA),3 - 2,12:10 4:11 11:7 8:11 11:8,HRISTONOV Hristo,2018
Mediterranean Games Tarragona 2018,2018-06-22,BOBOCICA Mihai,YIANGOU Marios,ITA,CYP,3,1,"11,10,11,11|9,12,3,7",,OTHER,MT,1026,Qualification,YIANGOU Marios (CYP),BOBOCICA Mihai (ITA),,,1 - 3,9:11 12:10 3:11 7:11,BOBOCICA Mihai,2018
Mediterranean Games Tarragona 2018,2018-06-22,ROBINOT Alexandre,SHABANI Mentor,FRA,KOS,3,0,"11,11,11|3,7,9",,OTHER,MT,1026,Qualification,ROBINOT Alexandre (FRA),SHABANI Mentor (KOS),,,3 - 0,11:3 11:7 11:9,ROBINOT Alexandre,2018
Mediterranean Games Tarragona 2018,2018-06-22,DE NODREST Leo,MAHMUTI Kreshnik,FRA,KOS,3,0,"11,11,11|9,6,6",,OTHER,MT,1026,Qualification,DE NODREST Leo (FRA),MAHMUTI Kreshnik (KOS),,,3 - 0,11:9 11:6 11:6,DE NODREST Leo,2018
Mediterranean Games Tarragona 2018,2018-06-22,ROBINOT Alexandre,KARABAXHAK Fatih,FRA,KOS,3,0,"11,11,11|4,7,8",,OTHER,MT,1026,Qualification,ROBINOT Alexandre (FRA),KARABAXHAK Fatih (KOS),SEYFRIED Joe (FRA),MAHMUTI Kreshnik (KOS),3 - 0,11:4 11:7 11:8,ROBINOT Alexandre,2018
Mediterranean Games Tarragona 2018,2018-06-22,VOVK Aleksandra,GASNIER Laura,SLO,FRA,3,0,"11,12,11|5,10,6",,OTHER,WT,1026,Qualification,GASNIER Laura (FRA),VOVK Aleksandra (SLO),,,0 - 3,5:11 10:12 6:11,VOVK Aleksandra,2018
Mediterranean Games Tarragona 2018,2018-06-22,ZARIF Audrey,GALIC Alex,FRA,SLO,3,2,"8,6,11,11,11|11,11,5,6,4",,OTHER,WT,1026,Qualification,ZARIF Audrey (FRA),GALIC Alex (SLO),,,3 - 2,8:11 6:11 11:5 11:6 11:4,ZARIF Audrey,2018
Mediterranean Games Tarragona 2018,2018-06-22,GASNIER Laura,VOVK Aleksandra,FRA,SLO,3,0,"11,11,11|6,4,2",,OTHER,WT,1026,Qualification,GASNIER Laura (FRA),VOVK Aleksandra (SLO),ZARIF Audrey (FRA),GALIC Alex (SLO),3 - 0,11:6 11:4 11:2,GASNIER Laura,2018
Mediterranean Games Tarragona 2018,2018-06-22,GALIC Alex,GASNIER Laura,SLO,FRA,3,2,"13,10,3,15,11|11,12,11,13,8",,OTHER,WT,1026,Qualification,GASNIER Laura (FRA),GALIC Alex (SLO),,,2 - 3,11:13 12:10 11:3 13:15 8:11,GALIC Alex,2018
Mediterranean Games Tarragona 2018,2018-06-22,ZARIF Audrey,VOVK Aleksandra,FRA,SLO,3,0,"11,11,11|4,4,7",,OTHER,WT,1026,Qualification,ZARIF Audrey (FRA),VOVK Aleksandra (SLO),,,3 - 0,11:4 11:4 11:7,ZARIF Audrey,2018
Mediterranean Games Tarragona 2018,2018-06-22,ZHANG Sofia-Xuan,KESSACI Katia,ESP,ALG,3,2,"12,7,11,11,11|14,11,5,4,5",,OTHER,WT,1026,Qualification,KESSACI Katia (ALG),ZHANG Sofia-Xuan (ESP),,,2 - 3,14:12 11:7 5:11 4:11 5:11,ZHANG Sofia-Xuan,2018
Mediterranean Games Tarragona 2018,2018-06-22,DVORAK Galia,FEREDJ Hiba,ESP,ALG,3,0,"11,11,11|1,1,6",,OTHER,WT,1026,Qualification,FEREDJ Hiba (ALG),DVORAK Galia (ESP),LOGHRAIBI Lynda (ALG),XIAO Maria (ESP),0 - 3,1:11 1:11 6:11,DVORAK Galia,2018
Mediterranean Games Tarragona 2018,2018-06-22,LUPULESKU Izabela,HELMY Yousra,SRB,EGY,3,0,"11,11,11|4,4,8",,OTHER,WT,1026,Qualification,LUPULESKU Izabela (SRB),HELMY Yousra (EGY),,,3 - 0,11:4 11:4 11:8,LUPULESKU Izabela,2018
Mediterranean Games Tarragona 2018,2018-06-22,MESHREF Dina,JOKIC Tijana,EGY,SRB,3,0,"11,11,11|8,6,2",,OTHER,WT,1026,Qualification,JOKIC Tijana (SRB),MESHREF Dina (EGY),,,0 - 3,8:11 6:11 2:11,MESHREF Dina,2018
Mediterranean Games Tarragona 2018,2018-06-22,HELMY Yousra,JOKIC Tijana,EGY,SRB,3,1,"11,12,10,11|9,10,12,6",,OTHER,WT,1026,Qualification,JOKIC Tijana (SRB),HELMY Yousra (EGY),MAKSUTI Aneta (SRB),MESHREF Dina (EGY),1 - 3,9:11 10:12 12:10 6:11,HELMY Yousra,2018
Mediterranean Games Tarragona 2018,2018-06-22,LAURENTI Jamila,ALTINKAYA Sibel,ITA,TUR,3,1,"11,6,12,11|9,11,10,9",,OTHER,WT,1026,Qualification,LAURENTI Jamila (ITA),ALTINKAYA Sibel (TUR),,,3 - 1,11:9 6:11 12:10 11:9,LAURENTI Jamila,2018
Mediterranean Games Tarragona 2018,2018-06-22,YILMAZ Ozge,PICCOLIN Giorgia,TUR,ITA,3,2,"10,4,11,11,11|12,11,4,7,7",,OTHER,WT,1026,Qualification,PICCOLIN Giorgia (ITA),YILMAZ Ozge (TUR),COLANTONI Chiara (ITA),ALTINKAYA Sibel (TUR),2 - 3,12:10 11:4 4:11 7:11 7:11,YILMAZ Ozge,2018
Mediterranean Games Tarragona 2018,2018-06-22,ALTINKAYA Sibel,COLANTONI Chiara,TUR,ITA,3,0,"11,11,12|6,7,10",,OTHER,WT,1026,Qualification,COLANTONI Chiara (ITA),ALTINKAYA Sibel (TUR),,,0 - 3,6:11 7:11 10:12,ALTINKAYA Sibel,2018
Mediterranean Games Tarragona 2018,2018-06-22,YILMAZ Ozge,LAURENTI Jamila,TUR,ITA,3,0,"11,13,12|3,11,10",,OTHER,WT,1026,Qualification,LAURENTI Jamila (ITA),YILMAZ Ozge (TUR),,,0 - 3,3:11 11:13 10:12,YILMAZ Ozge,2018
Mediterranean Games Tarragona 2018,2018-06-22,ROBINOT Alexandre,CANTERO Jesus,FRA,ESP,3,2,"11,7,11,9,11|5,11,8,11,6",,OTHER,MT,1026,Qualification,ROBINOT Alexandre (FRA),CANTERO Jesus (ESP),,,3 - 2,11:5 7:11 11:8 9:11 11:6,ROBINOT Alexandre,2018
Mediterranean Games Tarragona 2018,2018-06-22,MACHADO Carlos,SEYFRIED Joe,ESP,FRA,3,0,"11,11,11|8,9,7",,OTHER,MT,1026,Qualification,SEYFRIED Joe (FRA),MACHADO Carlos (ESP),,,0 - 3,8:11 9:11 7:11,MACHADO Carlos,2018
Mediterranean Games Tarragona 2018,2018-06-22,MACHADO Carlos,ROBINOT Alexandre,ESP,FRA,3,1,"11,11,8,11|8,2,11,9",,OTHER,MT,1026,Qualification,ROBINOT Alexandre (FRA),MACHADO Carlos (ESP),,,1 - 3,8:11 2:11 11:8 9:11,MACHADO Carlos,2018
Mediterranean Games Tarragona 2018,2018-06-22,CANTERO Jesus,SEYFRIED Joe,ESP,FRA,3,1,"9,11,11,14|11,6,8,12",,OTHER,MT,1026,Qualification,SEYFRIED Joe (FRA),CANTERO Jesus (ESP),,,1 - 3,11:9 6:11 8:11 12:14,CANTERO Jesus,2018
Mediterranean Games Tarragona 2018,2018-06-22,STOYANOV Niagol,GUNDUZ Ibrahim,ITA,TUR,3,1,"10,11,11,11|12,3,9,3",,OTHER,MT,1026,Qualification,GUNDUZ Ibrahim (TUR),STOYANOV Niagol (ITA),,,1 - 3,12:10 3:11 9:11 3:11,STOYANOV Niagol,2018
Mediterranean Games Tarragona 2018,2018-06-22,BOBOCICA Mihai,YIGENLER Abdullah,ITA,TUR,3,0,"11,11,16|5,7,14",,OTHER,MT,1026,Qualification,YIGENLER Abdullah (TUR),BOBOCICA Mihai (ITA),,,0 - 3,5:11 7:11 14:16,BOBOCICA Mihai,2018
Mediterranean Games Tarragona 2018,2018-06-22,RECH DALDOSSO Marco,GUNDUZ Ibrahim,ITA,TUR,3,1,"11,6,11,11|9,11,4,6",,OTHER,MT,1026,Qualification,GUNDUZ Ibrahim (TUR),RECH DALDOSSO Marco (ITA),YIGENLER Abdullah (TUR),STOYANOV Niagol (ITA),1 - 3,9:11 11:6 4:11 6:11,RECH DALDOSSO Marco,2018
Mediterranean Games Tarragona 2018,2018-06-22,TOKIC Bojan,SILVA Andre,SLO,POR,3,0,"11,11,11|9,9,7",,OTHER,MT,1026,Qualification,SILVA Andre (POR),TOKIC Bojan (SLO),,,0 - 3,9:11 9:11 7:11,TOKIC Bojan,2018
Mediterranean Games Tarragona 2018,2018-06-22,JORGIC Darko,CARVALHO Diogo,SLO,POR,3,0,"11,11,11|5,7,9",,OTHER,MT,1026,Qualification,CARVALHO Diogo (POR),JORGIC Darko (SLO),CHEN Diogo (POR),TOKIC Bojan (SLO),0 - 3,5:11 7:11 9:11,JORGIC Darko,2018
Mediterranean Games Tarragona 2018,2018-06-22,ASSAR Khalid,BOURIAH Larbi,EGY,ALG,3,0,"11,11,11|2,8,2",,OTHER,MT,1026,Qualification,ASSAR Khalid (EGY),BOURIAH Larbi (ALG),,,3 - 0,11:2 11:8 11:2,ASSAR Khalid,2018
Mediterranean Games Tarragona 2018,2018-06-22,KHEROUF Sami,ELBEIALI Mohamed,ALG,EGY,3,2,"11,11,11,4,11|9,6,13,11,5",,OTHER,MT,1026,Qualification,ELBEIALI Mohamed (EGY),KHEROUF Sami (ALG),,,2 - 3,9:11 6:11 13:11 11:4 5:11,KHEROUF Sami,2018
Mediterranean Games Tarragona 2018,2018-06-22,ASSAR Khalid,KHEROUF Sami,EGY,ALG,3,0,"11,11,11|8,6,3",,OTHER,MT,1026,Qualification,ASSAR Khalid (EGY),KHEROUF Sami (ALG),,,3 - 0,11:8 11:6 11:3,ASSAR Khalid,2018
Mediterranean Games Tarragona 2018,2018-06-22,MAKSUTI Aneta,HADZIAHMETOVIC Emina,SRB,BIH,3,1,"7,11,11,11|11,4,9,8",,OTHER,WT,1026,Qualification,HADZIAHMETOVIC Emina (BIH),MAKSUTI Aneta (SRB),,,1 - 3,11:7 4:11 9:11 8:11,MAKSUTI Aneta,2018
Mediterranean Games Tarragona 2018,2018-06-22,LUPULESKU Izabela,MARKOVIC Snezana,SRB,BIH,3,0,"11,11,11|2,7,4",,OTHER,WT,1026,Qualification,MARKOVIC Snezana (BIH),LUPULESKU Izabela (SRB),,,0 - 3,2:11 7:11 4:11,LUPULESKU Izabela,2018
Mediterranean Games Tarragona 2018,2018-06-22,ALTINKAYA Sibel,GARCI Fadwa,TUR,TUN,3,0,"11,11,11|5,9,4",,OTHER,WT,1026,Qualification,ALTINKAYA Sibel (TUR),GARCI Fadwa (TUN),,,3 - 0,11:5 11:9 11:4,ALTINKAYA Sibel,2018
Mediterranean Games Tarragona 2018,2018-06-22,YILMAZ Ozge,HAJ SALAH Abir,TUR,TUN,3,1,"5,11,11,11|11,1,8,8",,OTHER,WT,1026,Qualification,YILMAZ Ozge (TUR),HAJ SALAH Abir (TUN),,,3 - 1,5:11 11:1 11:8 11:8,YILMAZ Ozge,2018
Mediterranean Games Tarragona 2018,2018-06-22,OZKAYA Gul Pembe,HAJ SALAH Abir,TUR,TUN,3,0,"11,11,11|8,3,9",,OTHER,WT,1026,Qualification,OZKAYA Gul Pembe (TUR),HAJ SALAH Abir (TUN),YILMAZ Ozge (TUR),SAIDANI Safa (TUN),3 - 0,11:8 11:3 11:9,OZKAYA Gul Pembe,2018
Mediterranean Games Tarragona 2018,2018-06-22,MARTINS Catia,VOVK Aleksandra,POR,SLO,3,2,"16,11,4,10,11|14,7,11,12,3",,OTHER,WT,1026,Qualification,MARTINS Catia (POR),VOVK Aleksandra (SLO),,,3 - 2,16:14 11:7 4:11 10:12 11:3,MARTINS Catia,2018
Mediterranean Games Tarragona 2018,2018-06-22,GALIC Alex,SANTOS Marta,SLO,POR,3,0,"11,11,11|5,9,9",,OTHER,WT,1026,Qualification,SANTOS Marta (POR),GALIC Alex (SLO),,,0 - 3,5:11 9:11 9:11,GALIC Alex,2018
Mediterranean Games Tarragona 2018,2018-06-22,GALIC Alex,MARTINS Catia,SLO,POR,3,2,"11,9,9,16,11|6,11,11,14,6",,OTHER,WT,1026,Qualification,MARTINS Catia (POR),GALIC Alex (SLO),SANTOS Marta (POR),TOFANT Ana (SLO),2 - 3,6:11 11:9 11:9 14:16 6:11,GALIC Alex,2018
Mediterranean Games Tarragona 2018,2018-06-22,KESSACI Katia,PARIDI Konstantina,ALG,GRE,3,0,"11,12,11|8,10,8",,OTHER,WT,1026,Qualification,KESSACI Katia (ALG),PARIDI Konstantina (GRE),,,3 - 0,11:8 12:10 11:8,KESSACI Katia,2018
Mediterranean Games Tarragona 2018,2018-06-22,TOLIOU Aikaterini,LOGHRAIBI Lynda,GRE,ALG,3,0,"11,11,11|7,5,4",,OTHER,WT,1026,Qualification,LOGHRAIBI Lynda (ALG),TOLIOU Aikaterini (GRE),,,0 - 3,7:11 5:11 4:11,TOLIOU Aikaterini,2018
Mediterranean Games Tarragona 2018,2018-06-22,TOLIOU Aikaterini,FEREDJ Hiba,GRE,ALG,3,0,"11,15,11|3,13,9",,OTHER,WT,1026,Qualification,FEREDJ Hiba (ALG),TOLIOU Aikaterini (GRE),KESSACI Katia (ALG),ZAVITSANOU Georgia (GRE),0 - 3,3:11 13:15 9:11,TOLIOU Aikaterini,2018
Mediterranean Games Tarragona 2018,2018-06-22,TOLIOU Aikaterini,KESSACI Katia,GRE,ALG,3,0,"11,11,11|5,5,8",,OTHER,WT,1026,Qualification,KESSACI Katia (ALG),TOLIOU Aikaterini (GRE),,,0 - 3,5:11 5:11 8:11,TOLIOU Aikaterini,2018
Mediterranean Games Tarragona 2018,2018-06-22,SILVA Andre,SGOUROPOULOS Ioannis,POR,GRE,3,1,"11,9,11,11|9,11,7,6",,OTHER,MT,1026,Qualification,SGOUROPOULOS Ioannis (GRE),SILVA Andre (POR),,,1 - 3,9:11 11:9 7:11 6:11,SILVA Andre,2018
Mediterranean Games Tarragona 2018,2018-06-22,ANGELAKIS Konstantinos,CARVALHO Diogo,GRE,POR,3,1,"11,12,9,11|4,10,11,6",,OTHER,MT,1026,Qualification,ANGELAKIS Konstantinos (GRE),CARVALHO Diogo (POR),,,3 - 1,11:4 12:10 9:11 11:6,ANGELAKIS Konstantinos,2018
Mediterranean Games Tarragona 2018,2018-06-22,CARVALHO Diogo,KONSTANTINOPOULOS Konstantinos,POR,GRE,3,1,"11,4,11,11|4,11,9,7",,OTHER,MT,1026,Qualification,KONSTANTINOPOULOS Konstantinos (GRE),CARVALHO Diogo (POR),SGOUROPOULOS Ioannis (GRE),CHEN Diogo (POR),1 - 3,4:11 11:4 9:11 7:11,CARVALHO Diogo,2018
Mediterranean Games Tarragona 2018,2018-06-22,CARVALHO Diogo,SGOUROPOULOS Ioannis,POR,GRE,3,1,"9,11,11,11|11,8,8,6",,OTHER,MT,1026,Qualification,SGOUROPOULOS Ioannis (GRE),CARVALHO Diogo (POR),,,1 - 3,11:9 8:11 8:11 6:11,CARVALHO Diogo,2018
Mediterranean Games Tarragona 2018,2018-06-22,BOURIAH Larbi,MAMIA Thameur,ALG,TUN,3,2,"11,8,6,11,11|8,11,11,4,8",,OTHER,MT,1026,Qualification,MAMIA Thameur (TUN),BOURIAH Larbi (ALG),,,2 - 3,8:11 11:8 11:6 4:11 8:11,BOURIAH Larbi,2018
Mediterranean Games Tarragona 2018,2018-06-22,HMAM Adam,KHEROUF Sami,TUN,ALG,3,0,"11,14,12|9,12,10",,OTHER,MT,1026,Qualification,HMAM Adam (TUN),KHEROUF Sami (ALG),,,3 - 0,11:9 14:12 12:10,HMAM Adam,2018
Mediterranean Games Tarragona 2018,2018-06-22,MAMIA Thameur,BOURIAH Larbi,TUN,ALG,3,1,"11,7,11,13|6,11,9,11",,OTHER,MT,1026,Qualification,MAMIA Thameur (TUN),BOURIAH Larbi (ALG),HMAM Adam (TUN),KHEROUF Sami (ALG),3 - 1,11:6 7:11 11:9 13:11,MAMIA Thameur,2018
Mediterranean Games Tarragona 2018,2018-06-22,MAMIA Thameur,KHEROUF Sami,TUN,ALG,3,1,"11,11,9,11|6,4,11,9",,OTHER,MT,1026,Qualification,MAMIA Thameur (TUN),KHEROUF Sami (ALG),,,3 - 1,11:6 11:4 9:11 11:9,MAMIA Thameur,2018
Mediterranean Games Tarragona 2018,2018-06-22,MACHADO Carlos,KARABAXHAK Fatih,ESP,KOS,3,0,"11,11,11|2,3,3",,OTHER,MT,1026,Qualification,MACHADO Carlos (ESP),KARABAXHAK Fatih (KOS),,,3 - 0,11:2 11:3 11:3,MACHADO Carlos,2018
Mediterranean Games Tarragona 2018,2018-06-22,FRANCO Carlos,MAHMUTI Kreshnik,ESP,KOS,3,0,"11,11,11|6,4,3",,OTHER,MT,1026,Qualification,FRANCO Carlos (ESP),MAHMUTI Kreshnik (KOS),,,3 - 0,11:6 11:4 11:3,FRANCO Carlos,2018
Mediterranean Games Tarragona 2018,2018-06-22,FRANCO Carlos,KARABAXHAK Fatih,ESP,KOS,3,0,"11,11,11|4,6,2",,OTHER,MT,1026,Qualification,FRANCO Carlos (ESP),KARABAXHAK Fatih (KOS),MACHADO Carlos (ESP),SHABANI Mentor (KOS),3 - 0,11:4 11:6 11:2,FRANCO Carlos,2018
Mediterranean Games Tarragona 2018,2018-06-22,GUNDUZ Ibrahim,HRISTONOV Hristo,TUR,CYP,3,0,"11,11,12|6,5,10",,OTHER,MT,1026,Qualification,GUNDUZ Ibrahim (TUR),HRISTONOV Hristo (CYP),,,3 - 0,11:6 11:5 12:10,GUNDUZ Ibrahim,2018
Mediterranean Games Tarragona 2018,2018-06-22,YIANGOU Marios,YIGENLER Abdullah,CYP,TUR,3,1,"11,11,8,11|6,5,11,8",,OTHER,MT,1026,Qualification,YIGENLER Abdullah (TUR),YIANGOU Marios (CYP),,,1 - 3,6:11 5:11 11:8 8:11,YIANGOU Marios,2018
Mediterranean Games Tarragona 2018,2018-06-22,TOLIOU Aikaterini,ABDELAZIZ Farah,GRE,EGY,3,0,"11,11,11|7,9,9",QuarterFinal,OTHER,WT,1026,Main Draw,TOLIOU Aikaterini (GRE),ABDELAZIZ Farah (EGY),,,3 - 0,11:7 11:9 11:9,TOLIOU Aikaterini,2018
Mediterranean Games Tarragona 2018,2018-06-22,MESHREF Dina,ZAVITSANOU Georgia,EGY,GRE,3,1,"11,11,9,11|6,7,11,4",QuarterFinal,OTHER,WT,1026,Main Draw,ZAVITSANOU Georgia (GRE),MESHREF Dina (EGY),,,1 - 3,6:11 7:11 11:9 4:11,MESHREF Dina,2018
Mediterranean Games Tarragona 2018,2018-06-22,HELMY Yousra,TOLIOU Aikaterini,EGY,GRE,3,1,"11,14,10,11|1,12,12,8",QuarterFinal,OTHER,WT,1026,Main Draw,TOLIOU Aikaterini (GRE),HELMY Yousra (EGY),ZAVITSANOU Georgia (GRE),MESHREF Dina (EGY),1 - 3,1:11 12:14 12:10 8:11,HELMY Yousra,2018
Mediterranean Games Tarragona 2018,2018-06-22,TOLIOU Aikaterini,MESHREF Dina,GRE,EGY,3,1,"8,11,11,11|11,9,6,5",QuarterFinal,OTHER,WT,1026,Main Draw,TOLIOU Aikaterini (GRE),MESHREF Dina (EGY),,,3 - 1,8:11 11:9 11:6 11:5,TOLIOU Aikaterini,2018
Mediterranean Games Tarragona 2018,2018-06-22,ZAVITSANOU Georgia,ABDELAZIZ Farah,GRE,EGY,3,2,"11,13,2,8,11|8,11,11,11,9",QuarterFinal,OTHER,WT,1026,Main Draw,ZAVITSANOU Georgia (GRE),ABDELAZIZ Farah (EGY),,,3 - 2,11:8 13:11 2:11 8:11 11:9,ZAVITSANOU Georgia,2018
Mediterranean Games Tarragona 2018,2018-06-22,ALTINKAYA Sibel,TOFANT Ana,TUR,SLO,3,1,"4,13,11,11|11,11,5,5",QuarterFinal,OTHER,WT,1026,Main Draw,ALTINKAYA Sibel (TUR),TOFANT Ana (SLO),,,3 - 1,4:11 13:11 11:5 11:5,ALTINKAYA Sibel,2018
Mediterranean Games Tarragona 2018,2018-06-22,GALIC Alex,YILMAZ Ozge,SLO,TUR,3,2,"11,7,9,11,11|5,11,11,6,6",QuarterFinal,OTHER,WT,1026,Main Draw,YILMAZ Ozge (TUR),GALIC Alex (SLO),,,2 - 3,5:11 11:7 11:9 6:11 6:11,GALIC Alex,2018
Mediterranean Games Tarragona 2018,2018-06-22,ALTINKAYA Sibel,GALIC Alex,TUR,SLO,3,0,"11,11,11|8,6,9",QuarterFinal,OTHER,WT,1026,Main Draw,ALTINKAYA Sibel (TUR),GALIC Alex (SLO),,,3 - 0,11:8 11:6 11:9,ALTINKAYA Sibel,2018
Mediterranean Games Tarragona 2018,2018-06-22,YILMAZ Ozge,TOFANT Ana,TUR,SLO,3,2,"12,8,11,8,11|10,11,7,11,8",QuarterFinal,OTHER,WT,1026,Main Draw,YILMAZ Ozge (TUR),TOFANT Ana (SLO),,,3 - 2,12:10 8:11 11:7 8:11 11:8,YILMAZ Ozge,2018
Mediterranean Games Tarragona 2018,2018-06-22,ZARIF Audrey,MAKSUTI Aneta,FRA,SRB,3,1,"11,11,3,14|8,8,11,12",QuarterFinal,OTHER,WT,1026,Main Draw,ZARIF Audrey (FRA),MAKSUTI Aneta (SRB),,,3 - 1,11:8 11:8 3:11 14:12,ZARIF Audrey,2018
Mediterranean Games Tarragona 2018,2018-06-22,LOEUILLETTE Stephanie,LUPULESKU Izabela,FRA,SRB,3,0,"11,11,11|6,4,3",QuarterFinal,OTHER,WT,1026,Main Draw,LOEUILLETTE Stephanie (FRA),LUPULESKU Izabela (SRB),,,3 - 0,11:6 11:4 11:3,LOEUILLETTE Stephanie,2018
Mediterranean Games Tarragona 2018,2018-06-22,GASNIER Laura,JOKIC Tijana,FRA,SRB,3,0,"11,11,11|6,9,4",QuarterFinal,OTHER,WT,1026,Main Draw,GASNIER Laura (FRA),JOKIC Tijana (SRB),ZARIF Audrey (FRA),MAKSUTI Aneta (SRB),3 - 0,11:6 11:9 11:4,GASNIER Laura,2018
Mediterranean Games Tarragona 2018,2018-06-22,XIAO Maria,LAURENTI Jamila,ESP,ITA,3,0,"11,11,11|4,7,4",QuarterFinal,OTHER,WT,1026,Main Draw,XIAO Maria (ESP),LAURENTI Jamila (ITA),,,3 - 0,11:4 11:7 11:4,XIAO Maria,2018
Mediterranean Games Tarragona 2018,2018-06-22,DVORAK Galia,PICCOLIN Giorgia,ESP,ITA,3,0,"11,14,11|8,12,6",QuarterFinal,OTHER,WT,1026,Main Draw,DVORAK Galia (ESP),PICCOLIN Giorgia (ITA),,,3 - 0,11:8 14:12 11:6,DVORAK Galia,2018
Mediterranean Games Tarragona 2018,2018-06-22,DVORAK Galia,COLANTONI Chiara,ESP,ITA,3,0,"11,11,11|4,7,9",QuarterFinal,OTHER,WT,1026,Main Draw,DVORAK Galia (ESP),COLANTONI Chiara (ITA),XIAO Maria (ESP),PICCOLIN Giorgia (ITA),3 - 0,11:4 11:7 11:9,DVORAK Galia,2018
Mediterranean Games Tarragona 2018,2018-06-22,SEYFRIED Joe,ELBEIALI Mohamed,FRA,EGY,3,1,"15,11,11,12|13,13,6,10",QuarterFinal,OTHER,MT,1026,Main Draw,ELBEIALI Mohamed (EGY),SEYFRIED Joe (FRA),,,1 - 3,13:15 13:11 6:11 10:12,SEYFRIED Joe,2018
Mediterranean Games Tarragona 2018,2018-06-22,ROBINOT Alexandre,ASSAR Khalid,FRA,EGY,3,0,"13,13,11|11,11,9",QuarterFinal,OTHER,MT,1026,Main Draw,ASSAR Khalid (EGY),ROBINOT Alexandre (FRA),,,0 - 3,11:13 11:13 9:11,ROBINOT Alexandre,2018
Mediterranean Games Tarragona 2018,2018-06-22,MACHADO Carlos,BEN YAHIA Kerem,ESP,TUN,3,0,"11,11,11|4,6,8",QuarterFinal,OTHER,MT,1026,Main Draw,MACHADO Carlos (ESP),BEN YAHIA Kerem (TUN),,,3 - 0,11:4 11:6 11:8,MACHADO Carlos,2018
Mediterranean Games Tarragona 2018,2018-06-22,CANTERO Jesus,HMAM Adam,ESP,TUN,3,1,"8,11,13,11|11,5,11,5",QuarterFinal,OTHER,MT,1026,Main Draw,CANTERO Jesus (ESP),HMAM Adam (TUN),,,3 - 1,8:11 11:5 13:11 11:5,CANTERO Jesus,2018
